quarter,industry1,industry2,industry3,retrench,retrench_permanent,retrench_term_contract
2014-Q3,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",40,40,-
2014-Q3,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",700,630,80
2014-Q3,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",190,190,-
2014-Q3,manufacturing,transport equipment,transport equipment,300,160,140
2014-Q3,manufacturing,other manufacturing industries,other manufacturing industries,20,20,-
2014-Q3,services,wholesale and retail trade,wholesale trade,240,210,30
2014-Q3,services,wholesale and retail trade,retail trade,430,420,-
2014-Q3,services,transportation and storage,land transport and supporting services,-,-,-
2014-Q3,services,transportation and storage,water transport and supporting services,30,30,-
2014-Q3,services,transportation and storage,air transport and supporting services,-,-,-
2014-Q3,services,transportation and storage,other transport and storage services,100,90,10
2014-Q3,services,accommodation and food services,accommodation,-,-,-
2014-Q3,services,accommodation and food services,food and beverage services,20,20,-
2014-Q3,services,information and communications,"telecommunications, broadcasting and publishing",90,90,-
2014-Q3,services,information and communications,it and other information services,50,30,20
2014-Q3,services,financial and insurance services,financial services,340,340,-
2014-Q3,services,financial and insurance services,insurance services,30,30,10
2014-Q3,services,real estate services,real estate services,30,30,-
2014-Q3,services,professional services,"legal, accounting and management services",340,340,-
2014-Q3,services,professional services,architectural and engineering services,80,70,10
2014-Q3,services,professional services,other professional services,40,40,-
2014-Q3,services,administrative and support services,security and investigation,70,70,-
2014-Q3,services,administrative and support services,cleaning and landscaping,10,10,-
2014-Q3,services,administrative and support services,other adminstrative and support services,110,70,40
2014-Q3,services,"community, social and personal services",public administration and education,10,10,-
2014-Q3,services,"community, social and personal services",health and social services,-,-,-
2014-Q3,services,"community, social and personal services","arts, entertainment and recreation",-,-,-
2014-Q3,services,"community, social and personal services","other community, social and personal services",20,20,-
2014-Q3,others,others,others,-,-,-
2014-Q4,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",70,70,-
2014-Q4,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",50,50,-
2014-Q4,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",30,30,-
2014-Q4,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",260,100,160
2014-Q4,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",670,670,-
2014-Q4,manufacturing,transport equipment,transport equipment,20,10,-
2014-Q4,manufacturing,other manufacturing industries,other manufacturing industries,80,60,10
2014-Q4,construction,construction,construction,800,460,340
2014-Q4,services,wholesale and retail trade,wholesale trade,460,420,30
2014-Q4,services,wholesale and retail trade,retail trade,240,240,-
2014-Q4,services,transportation and storage,land transport and supporting services,-,-,-
2014-Q4,services,transportation and storage,water transport and supporting services,30,30,-
2014-Q4,services,transportation and storage,air transport and supporting services,10,10,-
2014-Q4,services,transportation and storage,other transport and storage services,70,40,30
2014-Q4,services,accommodation and food services,accommodation,-,-,-
2014-Q4,services,accommodation and food services,food and beverage services,50,50,-
2014-Q4,services,information and communications,"telecommunications, broadcasting and publishing",90,90,-
2014-Q4,services,information and communications,it and other information services,100,60,40
2014-Q4,services,financial and insurance services,financial services,360,350,10
2014-Q4,services,financial and insurance services,insurance services,-,-,-
2014-Q4,services,real estate services,real estate services,-,-,-
2014-Q4,services,professional services,"legal, accounting and management services",210,200,10
2014-Q4,services,professional services,architectural and engineering services,210,150,60
2014-Q4,services,professional services,other professional services,50,50,-
2014-Q4,services,administrative and support services,security and investigation,10,10,-
2014-Q4,services,administrative and support services,cleaning and landscaping,-,-,-
2014-Q4,services,administrative and support services,other adminstrative and support services,20,10,10
2014-Q4,services,"community, social and personal services",public administration and education,-,-,-
2014-Q4,services,"community, social and personal services",health and social services,20,20,-
2014-Q4,services,"community, social and personal services","arts, entertainment and recreation",10,10,-
2014-Q4,services,"community, social and personal services","other community, social and personal services",10,10,-
2014-Q4,others,others,others,-,-,-
2015-Q1,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",-,-,-
2015-Q1,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",330,320,10
2015-Q1,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",40,40,-
2015-Q1,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",280,270,20
2015-Q1,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",220,220,-
2015-Q1,manufacturing,transport equipment,transport equipment,40,40,-
2015-Q1,manufacturing,other manufacturing industries,other manufacturing industries,40,40,-
2015-Q1,services,wholesale and retail trade,wholesale trade,480,470,10
2015-Q1,services,wholesale and retail trade,retail trade,10,10,-
2015-Q1,services,transportation and storage,land transport and supporting services,-,-,-
2015-Q1,services,transportation and storage,water transport and supporting services,40,30,20
